Ranking,Name, ,Under Pressure Rating,% Break Points Converted,% Break Point Saved,% Tie Breaks Won,% Deciding Sets Won,Year
73,Daniel Gimeno-Traver,,182.4,32.8%,64.5%,38.9%,46.2%,2010
74,James Blake,,179.4,34.1%,59.8%,45.5%,40.0%,2010
75,Leonardo Mayer,,178.4,35.9%,64.8%,33.3%,44.4%,2010
76,Alejandro Falla,,173.4,36.9%,59.8%,54.5%,22.2%,2010
77,Santiago Giraldo,,169.1,34.0%,59.5%,29.4%,46.2%,2010
78,Evgeny Korolev,,167.4,44.0%,58.4%,36.4%,28.6%,2010
79,Andrey Golubev,,166.9,42.1%,59.9%,53.8%,11.1%,2010
80,Paul-Henri Mathieu,,165.1,41.6%,60.9%,35.3%,27.3%,2010
81,Jan Hajek,,165.0,35.8%,55.9%,33.3%,40.0%,2010
82,Peter Luczak,,161.5,30.4%,61.5%,57.1%,12.5%,2010
83,Simon Greul,,158.7,42.4%,59.5%,36.8%,20.0%,2010
84,Michael Russell,,156.7,40.4%,53.0%,33.3%,30.0%,2010
85,Kevin Anderson,,156.5,37.0%,54.9%,31.3%,33.3%,2010
86,Arnaud Clement,,155.2,37.3%,58.1%,14.3%,45.5%,2010
87,Lukasz Kubot,,150.4,43.0%,54.4%,30.8%,22.2%,2010
88,Dusan Lajovic,,68.6,28.6%,40.0%,0.0%,0.0%,2010
89,Daniel Evans,,56.4,36.4%,20.0%,0.0%,0.0%,2010
1,David Nalbandian,,283.6,36.6%,61.3%,85.7%,100.0%,2011
2,Robin Soderling,,257.7,45.6%,61.2%,60.0%,90.9%,2011
3,Dusan Lajovic,,257.5,34.5%,56.3%,100.0%,66.7%,2011
4,Andy Murray,,255.9,45.8%,60.9%,70.6%,78.6%,2011
5,Juan Carlos Ferrero,,252.5,41.4%,64.4%,80.0%,66.7%,2011
6,Novak Djokovic,,252.4,48.3%,65.2%,50.0%,88.9%,2011
7,Juan Martin del Potro,,247.4,45.0%,66.7%,50.0%,85.7%,2011
8,Ivan Dodig,,243.7,40.4%,59.9%,68.4%,75.0%,2011
9,Florian Mayer,,243.2,45.6%,59.5%,71.4%,66.7%,2011
10,Rafael Nadal,,240.7,46.5%,63.8%,67.9%,62.5%,2011
11,Kei Nishikori,,237.8,38.3%,60.0%,57.1%,82.4%,2011
12,Richard Gasquet,,233.4,42.0%,57.3%,56.3%,77.8%,2011
13,Tomas Berdych,,232.8,44.7%,60.3%,66.7%,61.1%,2011
14,Andy Roddick,,231.6,39.9%,63.8%,57.9%,70.0%,2011
15,Jo-Wilfried Tsonga,,231.0,44.1%,65.9%,59.5%,61.5%,2011
16,Marin Cilic,,228.8,42.7%,62.0%,60.9%,63.2%,2011
17,Milos Raonic,,228.4,38.7%,66.2%,64.7%,58.8%,2011
18,Lukasz Kubot,,227.0,47.6%,59.5%,61.1%,58.8%,2011
19,Gael Monfils,,226.6,40.7%,61.9%,59.3%,64.7%,2011
20,Roger Federer,,224.2,41.5%,64.8%,67.9%,50.0%,2011
21,David Ferrer,,224.2,45.8%,65.2%,50.0%,63.2%,2011
22,Philipp Kohlschreiber,,220.7,39.1%,64.7%,64.0%,52.9%,2011
23,Dmitry Tursunov,,220.0,41.7%,62.9%,57.1%,58.3%,2011
24,Michael Llodra,,219.9,35.4%,67.4%,61.5%,55.6%,2011
25,Tommy Robredo,,219.5,40.3%,62.5%,50.0%,66.7%,2011
26,Michael Berrer,,219.0,35.6%,63.9%,41.7%,77.8%,2011
27,Alexandr Dolgopolov,,218.7,43.1%,58.2%,40.9%,76.5%,2011
28,Alex Bogomolov Jr.,,218.2,37.1%,63.7%,40.9%,76.5%,2011
29,Feliciano Lopez,,217.0,33.8%,66.5%,62.2%,54.5%,2011
30,Donald Young,,215.9,43.4%,56.9%,55.6%,60.0%,2011
31,Nicolas Almagro,,215.3,39.1%,58.8%,65.0%,52.4%,2011
32,Ryan Sweeting,,214.4,47.0%,60.3%,50.0%,57.1%,2011
33,Stan Wawrinka,,212.6,38.3%,57.1%,52.0%,65.2%,2011
34,Igor Kunitsyn,,212.4,41.3%,54.4%,66.7%,50.0%,2011
35,Ryan Harrison,,212.4,40.0%,57.6%,53.3%,61.5%,2011
36,Marcel Granollers,,211.5,42.2%,54.3%,36.4%,78.6%,2011
37,John Isner,,210.7,33.9%,66.4%,60.4%,50.0%,2011
38,James Blake,,208.7,41.9%,65.6%,46.7%,54.5%,2011
39,Fabio Fognini,,208.1,46.0%,54.9%,64.3%,42.9%,2011
40,Sergiy Stakhovsky,,207.4,35.5%,57.4%,60.0%,54.5%,2011
41,Mardy Fish,,207.1,39.6%,63.0%,51.9%,52.6%,2011
42,Kevin Anderson,,205.0,41.2%,66.1%,45.5%,52.2%,2011
43,Albert Montanes,,204.3,39.7%,61.3%,50.0%,53.3%,2011
44,Radek Stepanek,,204.0,39.2%,58.1%,46.7%,60.0%,2011
45,Julien Benneteau,,203.7,41.0%,59.8%,52.9%,50.0%,2011
46,Somdev Devvarman,,203.5,40.4%,59.3%,53.8%,50.0%,2011
47,Fernando Verdasco,,203.0,42.2%,63.4%,47.4%,50.0%,2011
48,Juan Ignacio Chela,,202.7,45.8%,59.5%,50.0%,47.4%,2011
49,Ivo Karlovic,,202.2,33.1%,70.4%,48.7%,50.0%,2011
50,Andreas Seppi,,202.1,41.4%,57.2%,36.8%,66.7%,2011
51,Janko Tipsarevic,,201.4,43.0%,62.0%,51.4%,45.0%,2011
52,Pablo Andujar,,199.4,44.6%,58.0%,38.5%,58.3%,2011
53,Potito Starace,,199.1,38.2%,61.2%,35.0%,64.7%,2011
54,Ivan Ljubicic,,198.6,43.1%,59.7%,58.3%,37.5%,2011
55,Marcos Baghdatis,,195.9,42.9%,60.9%,50.0%,42.1%,2011
56,Nikolay Davydenko,,195.6,42.9%,61.5%,41.2%,50.0%,2011
57,Gilles Simon,,195.4,43.8%,59.2%,44.4%,48.0%,2011
58,Juan Monaco,,194.3,42.1%,58.4%,50.0%,43.8%,2011
59,Viktor Troicki,,194.2,42.3%,60.7%,45.0%,46.2%,2011
60,Santiago Giraldo,,193.9,44.8%,60.2%,38.9%,50.0%,2011
61,Adrian Mannarino,,193.8,40.2%,54.2%,60.9%,38.5%,2011
62,Philipp Petzschner,,193.1,37.5%,59.8%,45.8%,50.0%,2011
63,Pere Riba,,192.5,40.5%,58.0%,27.3%,66.7%,2011
64,Grigor Dimitrov,,191.4,34.7%,54.8%,47.4%,54.5%,2011
65,Thomaz Bellucci,,191.3,39.2%,58.1%,44.0%,50.0%,2011
66,Mikhail Youzhny,,191.3,39.1%,59.3%,52.9%,40.0%,2011
67,Jarkko Nieminen,,190.4,42.5%,55.5%,40.0%,52.4%,2011
68,Michael Russell,,189.6,45.0%,51.3%,33.3%,60.0%,2011
69,Ernests Gulbis,,185.8,34.2%,61.4%,23.5%,66.7%,2011
70,Jurgen Melzer,,185.1,40.3%,58.1%,46.7%,40.0%,2011
71,Robin Haase,,182.5,43.7%,62.8%,36.0%,40.0%,2011
72,Denis Istomin,,182.2,37.9%,57.6%,70.0%,16.7%,2011
73,Guillermo Garcia-Lopez,,180.5,40.6%,54.4%,45.5%,40.0%,2011
74,Xavier Malisse,,180.2,48.5%,60.9%,37.5%,33.3%,2011
75,Filippo Volandri,,180.0,44.6%,54.4%,14.3%,66.7%,2011
76,Victor Hanescu,,178.8,40.7%,54.8%,50.0%,33.3%,2011
77,Yen-Hsun Lu,,173.9,38.7%,60.2%,58.3%,16.7%,2011
78,Igor Andreev,,160.4,39.1%,57.7%,28.6%,35.0%,2011
79,Carlos Berlocq,,155.9,36.4%,52.9%,33.3%,33.3%,2011
80,Mikhail Kukushkin,,154.9,37.0%,60.4%,37.5%,20.0%,2011
81,Daniel Gimeno-Traver,,154.3,32.1%,52.9%,30.8%,38.5%,2011
82,Tobias Kamke,,132.2,40.3%,55.8%,25.0%,11.1%,2011
83,Daniel Evans,,111.1,50.0%,61.1%,0.0%,0.0%,2011
1,Karen Khachanov,,301.6,43.5%,58.1%,100.0%,100.0%,2013
2,Rafael Nadal,,281.5,46.8%,69.4%,72.0%,93.3%,2013
3,Andy Murray,,269.3,44.0%,65.7%,69.6%,90.0%,2013
4,Novak Djokovic,,246.4,42.1%,65.0%,67.9%,71.4%,2013
5,Marin Cilic,,243.4,42.4%,66.2%,73.3%,61.5%,2013
6,Dmitry Tursunov,,240.6,41.7%,66.4%,76.2%,56.3%,2013
7,Daniel Evans,,240.1,48.0%,58.8%,33.3%,100.0%,2013
8,Tommy Robredo,,237.9,41.0%,60.8%,58.3%,77.8%,2013
9,Roberto Bautista Agut,,233.8,41.6%,59.7%,76.2%,56.3%,2013
10,Jo-Wilfried Tsonga,,232.2,42.0%,68.8%,56.7%,64.7%,2013
11,Gilles Simon,,232.2,40.8%,62.7%,64.0%,64.7%,2013
12,Albert Montanes,,232.1,36.2%,63.4%,62.5%,70.0%,2013
13,John Isner,,231.5,30.7%,70.8%,67.9%,62.1%,2013
14,Juan Martin del Potro,,231.0,41.1%,65.6%,63.6%,60.7%,2013
15,David Ferrer,,227.7,42.2%,57.0%,57.1%,71.4%,2013
16,Roger Federer,,226.4,39.4%,65.1%,60.0%,61.9%,2013
17,Tommy Haas,,225.2,38.2%,63.6%,61.5%,61.9%,2013
18,Stan Wawrinka,,222.4,38.3%,65.8%,53.1%,65.2%,2013
19,Feliciano Lopez,,221.2,36.1%,64.3%,58.3%,62.5%,2013
20,Ernests Gulbis,,221.1,43.8%,68.4%,56.5%,52.4%,2013
21,Lleyton Hewitt,,219.4,44.4%,58.7%,56.3%,60.0%,2013
22,Guillermo Garcia-Lopez,,218.4,40.3%,59.3%,50.0%,68.8%,2013
23,Fabio Fognini,,218.2,42.9%,60.2%,60.9%,54.2%,2013
24,Richard Gasquet,,218.1,38.8%,64.0%,51.7%,63.6%,2013
25,Milos Raonic,,217.7,33.9%,68.1%,51.4%,64.3%,2013
26,Marcel Granollers,,217.4,42.4%,56.5%,53.8%,64.7%,2013
27,Kevin Anderson,,217.1,35.2%,65.7%,54.3%,61.9%,2013
28,Philipp Kohlschreiber,,216.2,39.3%,66.0%,57.6%,53.3%,2013
29,Kei Nishikori,,216.1,43.1%,56.7%,56.3%,60.0%,2013
30,Robin Haase,,215.8,41.7%,64.4%,41.7%,68.0%,2013
31,Mikhail Youzhny,,214.6,41.7%,64.2%,47.8%,60.9%,2013
32,Nikolay Davydenko,,214.3,47.9%,59.7%,40.0%,66.7%,2013
33,Bernard Tomic,,211.2,34.0%,66.8%,53.3%,57.1%,2013
34,Jarkko Nieminen,,210.4,42.4%,58.4%,51.9%,57.7%,2013
35,Nicolas Almagro,,208.9,44.1%,64.8%,50.0%,50.0%,2013
36,Jerzy Janowicz,,207.7,36.4%,66.9%,57.7%,46.7%,2013
37,Daniel Brands,,207.5,34.3%,62.3%,52.6%,58.3%,2013
38,Viktor Troicki,,206.4,38.9%,55.0%,50.0%,62.5%,2013
39,Gael Monfils,,204.4,39.9%,63.8%,48.1%,52.6%,2013
40,Fernando Verdasco,,204.1,37.4%,60.6%,58.3%,47.8%,2013
41,Tomas Berdych,,203.6,41.2%,67.4%,50.0%,45.0%,2013
42,Benoit Paire,,203.4,40.7%,59.1%,58.6%,45.0%,2013
43,Jurgen Melzer,,203.3,36.1%,60.4%,42.1%,64.7%,2013
44,Tobias Kamke,,203.1,43.0%,60.1%,60.0%,40.0%,2013
45,Florian Mayer,,202.6,40.9%,58.5%,44.4%,58.8%,2013
46,Janko Tipsarevic,,201.7,38.3%,67.9%,26.3%,69.2%,2013
47,Xavier Malisse,,201.5,38.9%,57.3%,41.7%,63.6%,2013
48,Denis Istomin,,201.0,38.6%,66.6%,45.8%,50.0%,2013
49,Grega Zemlja,,200.6,36.1%,61.9%,52.6%,50.0%,2013
50,Grigor Dimitrov,,200.5,38.2%,60.3%,40.9%,61.1%,2013
51,Ivan Dodig,,199.4,44.3%,63.3%,44.4%,47.4%,2013
52,Jeremy Chardy,,199.1,35.6%,63.5%,57.1%,42.9%,2013
53,Horacio Zeballos,,196.9,37.0%,62.4%,35.0%,62.5%,2013
54,Sam Querrey,,196.8,34.1%,61.4%,48.4%,52.9%,2013
55,Andreas Seppi,,195.4,39.2%,58.8%,47.4%,50.0%,2013
56,Carlos Berlocq,,190.7,40.8%,58.1%,38.9%,52.9%,2013
57,Borna Coric,,185.5,40.0%,45.5%,100.0%,0.0%,2013
58,Ryan Harrison,,185.1,37.2%,64.8%,46.7%,36.4%,2013
59,Alexandr Dolgopolov,,182.7,37.5%,56.4%,52.4%,36.4%,2013
60,Vasek Pospisil,,182.3,34.3%,65.4%,45.8%,36.8%,2013
61,Radek Stepanek,,181.8,39.5%,57.9%,27.3%,57.1%,2013
62,Alejandro Falla,,178.0,44.8%,55.7%,40.0%,37.5%,2013
63,Lukas Rosol,,177.4,33.8%,63.6%,40.0%,40.0%,2013
64,Edouard Roger-Vasselin,,177.2,37.4%,59.9%,21.1%,58.8%,2013
65,Julien Benneteau,,176.5,39.6%,55.5%,58.3%,23.1%,2013
66,Marinko Matosevic,,175.9,39.9%,54.7%,56.3%,25.0%,2013
67,Martin Klizan,,174.7,37.2%,65.8%,46.7%,25.0%,2013
68,Aslan Karatsev,,174.3,14.3%,60.0%,100.0%,0.0%,2013
69,David Goffin,,174.2,43.1%,54.9%,33.3%,42.9%,2013
70,Pablo Andujar,,171.3,35.9%,62.4%,28.6%,44.4%,2013
71,Igor Sijsling,,170.7,39.1%,57.5%,47.4%,26.7%,2013
72,Albert Ramos-Vinolas,,170.6,39.9%,53.6%,43.8%,33.3%,2013
73,Adrian Mannarino,,169.7,41.3%,70.1%,25.0%,33.3%,2013
74,Evgeny Donskoy,,168.0,32.8%,63.5%,35.3%,36.4%,2013
75,Yen-Hsun Lu,,167.7,39.2%,58.3%,42.9%,27.3%,2013
76,Daniel Gimeno-Traver,,166.1,38.4%,59.4%,38.9%,29.4%,2013
77,Paolo Lorenzi,,164.4,34.7%,56.7%,44.4%,28.6%,2013
78,Santiago Giraldo,,164.0,35.3%,56.9%,33.3%,38.5%,2013
79,Victor Hanescu,,162.4,32.4%,59.5%,45.5%,25.0%,2013
80,Juan Monaco,,159.3,43.3%,54.1%,33.3%,28.6%,2013
81,Marcos Baghdatis,,153.9,34.6%,64.3%,30.0%,25.0%,2013
82,Jan-Lennard Struff,,139.2,37.5%,55.9%,12.5%,33.3%,2013
83,Dusan Lajovic,,108.9,46.7%,62.2%,0.0%,0.0%,2013
84,Mackenzie McDonald,,61.5,0.0%,61.5%,0.0%,0.0%,2013
85,Alexander Zverev,,58.3,33.3%,25.0%,0.0%,0.0%,2013
86,Laslo Djere,,57.1,0.0%,57.1%,0.0%,0.0%,2013
1,Kei Nishikori,,262.9,41.9%,64.2%,65.5%,91.3%,2014
2,Novak Djokovic,,253.3,45.4%,63.2%,56.5%,88.2%,2014
3,Jo-Wilfried Tsonga,,249.4,38.8%,70.0%,69.2%,71.4%,2014
4,Ernests Gulbis,,247.2,40.4%,64.2%,61.3%,81.3%,2014
5,Grigor Dimitrov,,246.6,42.3%,63.7%,58.8%,81.8%,2014
6,Fabio Fognini,,245.5,42.6%,55.9%,73.3%,73.7%,2014
7,Milos Raonic,,243.6,39.5%,68.5%,74.5%,61.1%,2014
8,Roger Federer,,242.4,39.4%,70.7%,61.5%,70.8%,2014
9,Feliciano Lopez,,240.8,34.5%,69.3%,53.7%,83.3%,2014
10,Roberto Bautista Agut,,237.2,43.0%,64.6%,60.0%,69.6%,2014
11,Rafael Nadal,,236.1,48.4%,66.3%,50.0%,71.4%,2014
12,Martin Klizan,,232.8,41.6%,59.8%,60.0%,71.4%,2014
13,John Isner,,231.5,24.4%,75.3%,65.1%,66.7%,2014
14,Marin Cilic,,229.9,37.6%,66.2%,69.0%,57.1%,2014
15,Andy Murray,,229.3,43.8%,60.6%,52.2%,72.7%,2014
16,Kevin Anderson,,225.7,35.3%,69.3%,51.5%,69.6%,2014
17,Lukas Rosol,,225.6,41.0%,60.3%,64.3%,60.0%,2014
18,Richard Gasquet,,225.6,38.3%,58.8%,71.4%,57.1%,2014
19,David Ferrer,,221.8,43.0%,62.5%,58.6%,57.7%,2014
20,Carlos Berlocq,,218.6,41.7%,61.3%,60.0%,55.6%,2014
21,Yen-Hsun Lu,,216.4,41.2%,65.7%,55.0%,54.5%,2014
22,Ivo Karlovic,,213.8,31.8%,71.8%,52.3%,57.9%,2014
23,David Goffin,,213.3,40.8%,58.1%,44.4%,70.0%,2014
24,Stan Wawrinka,,211.6,42.0%,60.7%,71.4%,37.5%,2014
25,Joao Sousa,,209.8,37.9%,61.4%,56.0%,54.5%,2014
26,Jerzy Janowicz,,208.8,39.1%,59.9%,54.2%,55.6%,2014
27,Santiago Giraldo,,208.8,42.3%,62.7%,57.1%,46.7%,2014
28,Lleyton Hewitt,,208.2,43.5%,62.2%,33.3%,69.2%,2014
29,Jeremy Chardy,,207.5,39.0%,62.9%,50.0%,55.6%,2014
30,Dominic Thiem,,207.2,36.9%,60.3%,60.0%,50.0%,2014
31,Leonardo Mayer,,207.2,37.8%,60.8%,61.5%,47.1%,2014
32,Gael Monfils,,206.6,39.8%,61.6%,66.7%,38.5%,2014
33,Benjamin Becker,,206.5,36.8%,59.7%,50.0%,60.0%,2014
34,Tommy Robredo,,205.6,37.3%,63.8%,54.5%,50.0%,2014
35,Gilles Simon,,203.3,45.2%,62.6%,45.5%,50.0%,2014
36,Bernard Tomic,,201.5,35.8%,59.6%,47.8%,58.3%,2014
37,Steve Johnson,,199.5,33.2%,62.2%,45.8%,58.3%,2014
38,Denis Istomin,,198.9,39.5%,62.3%,50.0%,47.1%,2014
39,Radek Stepanek,,197.9,39.8%,58.9%,56.3%,42.9%,2014
40,Jarkko Nieminen,,197.8,38.1%,58.5%,54.5%,46.7%,2014
41,Sergiy Stakhovsky,,197.5,35.6%,60.7%,41.2%,60.0%,2014
42,Dusan Lajovic,,197.4,40.4%,62.4%,57.1%,37.5%,2014
43,Donald Young,,196.4,38.8%,58.0%,52.9%,46.7%,2014
44,Alexandr Dolgopolov,,196.3,37.9%,61.6%,55.6%,41.2%,2014
45,Karen Khachanov,,195.6,40.0%,55.6%,100.0%,0.0%,2014
46,Fernando Verdasco,,195.2,38.8%,65.7%,42.9%,47.8%,2014
47,Marinko Matosevic,,194.7,37.8%,62.5%,63.6%,30.8%,2014
48,Jack Sock,,194.7,42.1%,68.6%,47.6%,36.4%,2014
49,Sam Querrey,,194.1,36.6%,67.5%,50.0%,40.0%,2014
50,Jan-Lennard Struff,,193.9,36.7%,59.9%,27.3%,70.0%,2014
51,Philipp Kohlschreiber,,193.4,43.0%,61.6%,52.0%,36.8%,2014
52,Teymuraz Gabashvili,,191.1,41.2%,56.6%,33.3%,60.0%,2014
53,Andreas Seppi,,190.8,36.5%,63.8%,45.5%,45.0%,2014
54,Daniel Evans,,189.7,37.0%,62.7%,40.0%,50.0%,2014
55,Dmitry Tursunov,,189.6,46.1%,64.0%,46.2%,33.3%,2014
56,Juan Monaco,,189.3,42.6%,52.9%,50.0%,43.8%,2014
57,Tomas Berdych,,188.4,39.4%,63.0%,36.0%,50.0%,2014
58,Jiri Vesely,,188.1,34.4%,60.8%,50.0%,42.9%,2014
59,Dudi Sela,,186.9,41.9%,55.9%,46.2%,42.9%,2014
60,Edouard Roger-Vasselin,,185.6,37.2%,67.6%,41.9%,38.9%,2014
61,Guillermo Garcia-Lopez,,185.1,40.2%,57.9%,35.0%,52.0%,2014
62,Marcel Granollers,,184.5,40.4%,54.1%,50.0%,40.0%,2014
63,Jurgen Melzer,,182.8,37.7%,57.7%,41.2%,46.2%,2014
64,Nicolas Mahut,,181.8,36.2%,58.3%,42.9%,44.4%,2014
65,Vasek Pospisil,,181.3,36.7%,61.9%,38.9%,43.8%,2014
66,Andrey Golubev,,180.1,44.2%,61.5%,44.4%,30.0%,2014
67,Julien Benneteau,,180.0,37.1%,62.9%,30.0%,50.0%,2014
68,Mikhail Kukushkin,,179.7,36.7%,61.8%,40.0%,41.2%,2014
69,Ivan Dodig,,178.1,37.0%,59.9%,35.0%,46.2%,2014
70,Mikhail Youzhny,,173.6,39.9%,59.7%,46.7%,27.3%,2014
71,Federico Delbonis,,172.0,36.3%,62.8%,30.0%,42.9%,2014
72,Pablo Carreno Busta,,167.8,40.9%,53.8%,50.0%,23.1%,2014
73,Albert Ramos-Vinolas,,167.8,45.4%,54.1%,8.3%,60.0%,2014
74,Robin Haase,,167.4,39.5%,56.5%,14.3%,57.1%,2014
75,Borna Coric,,163.8,38.6%,65.2%,60.0%,0.0%,2014
76,Alexander Zverev,,162.2,32.9%,46.0%,33.3%,50.0%,2014
77,Adrian Mannarino,,152.9,44.8%,56.4%,23.1%,28.6%,2014
78,Pablo Andujar,,151.0,41.7%,57.3%,9.1%,42.9%,2014
79,Igor Sijsling,,143.1,39.7%,58.1%,16.7%,28.6%,2014
80,Daniel Gimeno-Traver,,141.3,39.1%,52.7%,27.3%,22.2%,2014
81,Frances Tiafoe,,108.3,33.3%,75.0%,0.0%,0.0%,2014
82,Aslan Karatsev,,82.5,20.0%,62.5%,0.0%,0.0%,2014
83,Andrey Rublev,,75.0,0.0%,75.0%,0.0%,0.0%,2014
84,Yoshihito Nishioka,,50.0,0.0%,50.0%,0.0%,0.0%,2014
1,Novak Djokovic,,266.7,44.2%,68.2%,65.4%,88.9%,2015
2,Benoit Paire,,253.7,45.3%,62.8%,75.0%,70.6%,2015
3,David Ferrer,,248.9,44.2%,60.0%,56.5%,88.2%,2015
4,Andy Murray,,247.8,44.6%,63.6%,58.3%,81.3%,2015
5,Tomas Berdych,,243.4,45.9%,62.6%,70.6%,64.3%,2015
6,Aljaz Bedene,,242.3,41.2%,56.8%,64.3%,80.0%,2015
7,Milos Raonic,,239.5,32.8%,78.0%,53.7%,75.0%,2015
8,Roger Federer,,235.2,40.9%,68.4%,56.7%,69.2%,2015
9,Stan Wawrinka,,234.9,38.4%,67.6%,73.9%,55.0%,2015
10,Marin Cilic,,234.7,37.6%,64.9%,74.3%,57.9%,2015
11,Jack Sock,,232.1,44.5%,63.6%,55.2%,68.8%,2015
12,Martin Klizan,,230.9,37.8%,60.1%,68.0%,65.0%,2015
13,Richard Gasquet,,230.1,40.8%,64.6%,60.0%,64.7%,2015
14,Gael Monfils,,229.3,40.7%,68.7%,64.3%,55.6%,2015
15,Borna Coric,,228.9,37.4%,57.6%,69.2%,64.7%,2015
16,Gilles Muller,,227.1,38.3%,70.9%,60.0%,57.9%,2015
17,John Isner,,225.3,33.0%,74.3%,60.9%,57.1%,2015
18,Kevin Anderson,,224.6,36.6%,67.6%,58.5%,61.9%,2015
19,Donald Young,,224.4,38.4%,57.5%,71.4%,57.1%,2015
20,Rafael Nadal,,221.1,42.5%,62.1%,55.6%,60.9%,2015
21,Jo-Wilfried Tsonga,,219.0,37.5%,65.5%,42.3%,73.7%,2015
22,Kei Nishikori,,218.7,39.8%,64.1%,40.9%,73.9%,2015
23,David Goffin,,217.5,38.8%,59.9%,63.2%,55.6%,2015
24,Fabio Fognini,,216.9,41.8%,59.5%,45.0%,70.6%,2015
25,Feliciano Lopez,,215.7,33.1%,70.3%,64.3%,48.0%,2015
26,Marcos Baghdatis,,215.7,41.8%,61.2%,57.1%,55.6%,2015
27,Gilles Simon,,215.1,47.3%,56.4%,46.2%,65.2%,2015
28,Grigor Dimitrov,,214.2,36.8%,65.0%,60.0%,52.4%,2015
29,Victor Estrella Burgos,,210.6,40.1%,56.7%,53.8%,60.0%,2015
30,Teymuraz Gabashvili,,210.5,36.0%,63.6%,69.2%,41.7%,2015
31,Joao Sousa,,209.6,38.6%,62.1%,46.4%,62.5%,2015
32,Viktor Troicki,,209.1,39.2%,61.1%,45.2%,63.6%,2015
33,Ivo Karlovic,,208.6,31.2%,79.7%,42.1%,55.6%,2015
34,Tommy Robredo,,208.3,42.1%,61.2%,46.2%,58.8%,2015
35,Thomaz Bellucci,,208.0,37.9%,62.5%,55.2%,52.4%,2015
36,Steve Johnson,,207.7,36.4%,62.2%,42.4%,66.7%,2015
37,Nick Kyrgios,,207.5,38.8%,65.6%,53.1%,50.0%,2015
38,Federico Delbonis,,206.8,40.4%,56.8%,66.7%,42.9%,2015
39,Simone Bolelli,,205.5,40.4%,65.1%,50.0%,50.0%,2015
40,Bernard Tomic,,205.0,40.0%,68.8%,46.2%,50.0%,2015
41,Andreas Seppi,,202.9,42.0%,58.8%,42.1%,60.0%,2015
42,Alexander Zverev,,202.8,43.7%,59.1%,41.2%,58.8%,2015
43,Roberto Bautista Agut,,201.5,43.7%,65.0%,47.8%,45.0%,2015
44,Mikhail Kukushkin,,199.7,43.5%,59.6%,42.1%,54.5%,2015
45,Guillermo Garcia-Lopez,,198.3,43.7%,60.2%,44.4%,50.0%,2015
46,Fernando Verdasco,,198.2,34.9%,66.3%,44.8%,52.2%,2015
47,Pablo Cuevas,,197.3,43.3%,65.5%,43.5%,45.0%,2015
48,Vasek Pospisil,,196.5,39.2%,66.9%,33.3%,57.1%,2015
49,Lukas Rosol,,196.4,35.4%,61.0%,55.6%,44.4%,2015
50,Andreas Haider-Maurer,,195.6,35.6%,60.9%,39.1%,60.0%,2015
51,Jerzy Janowicz,,194.8,34.8%,64.6%,39.1%,56.3%,2015
52,Sergiy Stakhovsky,,194.7,37.8%,66.9%,40.0%,50.0%,2015
53,Sam Groth,,193.9,28.0%,64.9%,58.1%,42.9%,2015
54,Jiri Vesely,,192.2,41.7%,62.1%,57.1%,31.3%,2015
55,Santiago Giraldo,,190.9,37.0%,56.5%,42.9%,54.5%,2015
56,Robin Haase,,190.3,42.7%,54.3%,46.2%,47.1%,2015
57,Dominic Thiem,,190.1,33.0%,61.3%,43.2%,52.6%,2015
58,Mikhail Youzhny,,189.3,36.6%,52.7%,57.1%,42.9%,2015
59,Jeremy Chardy,,188.9,40.4%,62.5%,44.8%,41.2%,2015
60,Daniel Gimeno-Traver,,188.5,35.8%,57.1%,40.0%,55.6%,2015
61,Nicolas Almagro,,186.7,30.3%,58.3%,52.6%,45.5%,2015
62,Philipp Kohlschreiber,,186.6,42.7%,59.9%,44.0%,40.0%,2015
63,Yen-Hsun Lu,,185.6,39.4%,59.1%,53.8%,33.3%,2015
64,Leonardo Mayer,,185.4,31.3%,65.6%,55.2%,33.3%,2015
65,Pablo Andujar,,184.4,41.6%,59.9%,42.9%,40.0%,2015
66,Adrian Mannarino,,183.7,39.3%,63.4%,42.9%,38.1%,2015
67,Albert Ramos-Vinolas,,181.6,36.1%,64.1%,58.3%,23.1%,2015
68,Marcel Granollers,,181.3,39.1%,58.4%,26.7%,57.1%,2015
69,Denis Istomin,,180.4,38.9%,61.5%,50.0%,30.0%,2015
70,Sam Querrey,,180.1,33.3%,61.1%,41.9%,43.8%,2015
71,Ernests Gulbis,,179.4,36.5%,61.5%,42.9%,38.5%,2015
72,Frances Tiafoe,,179.4,26.5%,59.6%,60.0%,33.3%,2015
73,Juan Monaco,,178.7,41.9%,61.6%,21.4%,53.8%,2015
74,Diego Schwartzman,,177.7,43.8%,52.2%,41.7%,40.0%,2015
75,Alexandr Dolgopolov,,177.5,41.4%,60.1%,36.0%,40.0%,2015
76,Malek Jaziri,,177.4,36.8%,63.3%,27.3%,50.0%,2015
77,Benjamin Becker,,174.9,39.0%,57.3%,42.9%,35.7%,2015
78,Ricardas Berankis,,171.9,39.5%,64.9%,38.9%,28.6%,2015
79,Dusan Lajovic,,171.0,37.4%,58.7%,36.4%,38.5%,2015
80,Andrey Rublev,,169.5,36.0%,58.5%,37.5%,37.5%,2015
81,Jan-Lennard Struff,,158.7,35.3%,56.8%,33.3%,33.3%,2015
82,Pablo Carreno Busta,,148.8,38.7%,62.5%,33.3%,14.3%,2015
